origin,dest,passengers,distancemiles,origin_name,origin_cbsa,origin_cbsa_name,dest_name,dest_cbsa,dest_cbsa_name
ABQ,DCA,4990,1650,Albuquerque International Sunport,10740,"Albuquerque, NM",Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
SAN,EUG,920,850,San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA",Mahlon Sweet Field,21660,"Eugene-Springfield, OR"
SNA,GEG,810,962,John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",Spokane International,44060,"Spokane-Spokane Valley, WA"
ONT,MDW,51650,1706,Ontario International,40140,"Riverside-San Bernardino-Ontario, CA",Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
MCO,OMA,28640,1211,Orlando International,36740,"Orlando-Kissimmee-Sanford, FL",Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA"
MDW,BUR,33310,1740,Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA"
BWI,SAN,64060,2295,Baltimore/Washington International,12580,"Baltimore-Columbia-Towson, MD",San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA"
MSY,SAN,17120,1599,Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA",San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA"
MDW,SNA,39220,1731,Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA"
OAK,STL,10270,1725,Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA",St Louis Lambert International,41180,"St. Louis, MO-IL"
SJU,TPA,169040,1237,Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR",Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL"
IAH,CHS,32850,925,George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX",Charleston AFB/International,16700,"Charleston-North Charleston, SC"
PIA,DFW,38880,672,General Downing - Peoria International,37900,"Peoria, IL",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
PNS,DFW,154750,604,Pensacola Gulf Coast Regional,37860,"Pensacola-Ferry Pass-Brent, FL",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
RAP,DFW,51000,835,Rapid City Regional,39660,"Rapid City, SD",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
BZN,IAH,8560,1385,Bozeman Yellowstone International,14580,"Bozeman, MT",George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
CHS,IAH,33430,925,Charleston AFB/International,16700,"Charleston-North Charleston, SC",George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
ORF,IAH,25030,1201,Norfolk International,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
DFW,RAP,48770,835,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Rapid City Regional,39660,"Rapid City, SD"
HHH,CLT,53030,207,Hilton Head Airport,25940,"Hilton Head Island-Bluffton, SC",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
ATW,CLT,10410,742,Appleton International,11540,"Appleton, WI",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
OMA,LGA,47060,1148,Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
EWR,ORF,60430,284,Newark Liberty International,35620,"New York-Newark-Jersey City, NY-NJ-PA",Norfolk International,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
PBI,PHL,162820,951,Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
SJU,MSP,23390,2404,Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
BGR,PHL,53180,473,Bangor International,12620,"Bangor, ME",Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
GRR,PHL,21070,573,Gerald R. Ford International,24340,"Grand Rapids-Kentwood, MI",Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
HLN,DEN,21410,594,Helena Regional,25740,"Helena, MT",Denver International,19740,"Denver-Aurora-Lakewood, CO"
SHV,DEN,13570,792,Shreveport Regional,43340,"Shreveport-Bossier City, LA",Denver International,19740,"Denver-Aurora-Lakewood, CO"
DEN,SHV,13760,792,Denver International,19740,"Denver-Aurora-Lakewood, CO",Shreveport Regional,43340,"Shreveport-Bossier City, LA"
SLC,PHL,65000,1927,Salt Lake City International,41620,"Salt Lake City, UT",Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
OGG,ORD,63470,4184,Kahului Airport,27980,"Kahului-Wailuku-Lahaina, HI",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
FWA,ATL,40190,508,Fort Wayne International,23060,"Fort Wayne, IN",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
PHX,DCA,178800,1979,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
RIC,DFW,114390,1158,Richmond International,40060,"Richmond, VA",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
TPA,DFW,386270,929,Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
DFW,PIA,40790,672,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",General Downing - Peoria International,37900,"Peoria, IL"
PHX,SBP,51860,509,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",San Luis County Regional,42020,"San Luis Obispo-Paso Robles, CA"
DFW,CLL,49080,164,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Easterwood Field,17780,"College Station-Bryan, TX"
ORD,PBI,79750,1143,Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
STT,PHL,15670,1605,Cyril E King,NA,NA,Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
DFW,CMI,27300,692,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",University of Illinois/Willard,16580,"Champaign-Urbana, IL"
EYW,ATL,160200,646,Key West International,28580,"Key West, FL",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
TLH,ATL,163310,223,Tallahassee Regional,45220,"Tallahassee, FL",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
SLC,BWI,77620,1865,Salt Lake City International,41620,"Salt Lake City, UT",Baltimore/Washington International,12580,"Baltimore-Columbia-Towson, MD"
PBI,DTW,31660,1086,Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI"
FSD,ORD,75970,463,Joe Foss Field,43620,"Sioux Falls, SD",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
DFW,BFL,43260,1271,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Meadows Field,12540,"Bakersfield, CA"
MSO,DFW,44030,1320,Missoula International,33540,"Missoula, MT",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
PNS,MIA,42260,530,Pensacola Gulf Coast Regional,37860,"Pensacola-Ferry Pass-Brent, FL",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
BHM,DCA,45610,653,Birmingham-Shuttlesworth International,13820,"Birmingham-Hoover, AL",Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
SAV,DCA,39740,519,Savannah/Hilton Head International,42340,"Savannah, GA",Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
IDA,DEN,64000,458,Idaho Falls Regional,26820,"Idaho Falls, ID",Denver International,19740,"Denver-Aurora-Lakewood, CO"
MSP,XWA,26870,553,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Granite Point Ndb,NA,NA
BOI,ORD,75990,1437,Boise Air Terminal,14260,"Boise City, ID",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
MSP,PSC,26110,1254,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Tri Cities,28420,"Kennewick-Richland, WA"
ASE,SFO,13530,848,Aspen Pitkin County Sardy Field,24060,"Glenwood Springs, CO",San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA"
IAH,RNO,23720,1530,George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX",Reno/Tahoe International,39900,"Reno, NV"
HNL,DEN,102800,3365,Daniel K Inouye International,46520,"Urban Honolulu, HI",Denver International,19740,"Denver-Aurora-Lakewood, CO"
BZN,EWR,24670,1882,Bozeman Yellowstone International,14580,"Bozeman, MT",Newark Liberty International,35620,"New York-Newark-Jersey City, NY-NJ-PA"
EGE,EWR,11390,1725,Eagle County Regional,20780,"Edwards, CO",Newark Liberty International,35620,"New York-Newark-Jersey City, NY-NJ-PA"
AUS,IAH,161580,140,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
SFO,IND,39910,1943,San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA",Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN"
RSW,SFO,12320,2481,Southwest Florida International,15980,"Cape Coral-Fort Myers, FL",San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA"
SFO,RSW,12730,2481,San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA",Southwest Florida International,15980,"Cape Coral-Fort Myers, FL"
MCO,LAS,198120,2039,Orlando International,36740,"Orlando-Kissimmee-Sanford, FL",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
DFW,AMA,113140,312,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Rick Husband Amarillo International,11100,"Amarillo, TX"
ECP,DFW,51020,685,Northwest Florida Beaches International,37460,"Panama City, FL",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
ILM,DFW,38310,1106,Wilmington International,48900,"Wilmington, NC",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
GUC,IAH,6170,886,Gunnison-Crested Butte Regional,NA,NA,George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
BOS,MCI,58340,1256,Logan International,14460,"Boston-Cambridge-Newton, MA-NH",Kansas City International,28140,"Kansas City, MO-KS"
OGG,SLC,25350,2935,Kahului Airport,27980,"Kahului-Wailuku-Lahaina, HI",Salt Lake City International,41620,"Salt Lake City, UT"
MSP,SDF,39750,604,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Louisville Muhammad Ali International,31140,"Louisville/Jefferson County, KY-IN"
DCA,IAH,162530,1208,Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
HNL,CLT,18490,4678,Daniel K Inouye International,46520,"Urban Honolulu, HI",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
HNL,ATL,81670,4502,Daniel K Inouye International,46520,"Urban Honolulu, HI",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
KOA,DFW,16650,3724,Kona International Airport at Keahole,25900,"Hilo, HI",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
MTJ,LGA,760,1810,Montrose Regional,33940,"Montrose, CO",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
LFT,ATL,47400,503,Lafayette Regional,29180,"Lafayette, LA",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
ATL,BMI,46310,533,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Central Il Regional Airport at Bloomington,14010,"Bloomington, IL"
ATL,CID,39820,694,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",The Eastern Iowa,16300,"Cedar Rapids, IA"
CWA,DTW,17060,363,Central Wisconsin,48140,"Wausau-Weston, WI",Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI"
DSM,LGA,17390,1031,Des Moines International,19780,"Des Moines-West Des Moines, IA",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
LGA,MEM,63150,963,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",Memphis International,32820,"Memphis, TN-MS-AR"
ATL,MLI,40910,633,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Quad City International,19340,"Davenport-Moline-Rock Island, IA-IL"
MSP,HNL,60550,3972,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Daniel K Inouye International,46520,"Urban Honolulu, HI"
ATL,SBN,41260,566,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",South Bend Regional,43780,"South Bend-Mishawaka, IN-MI"
SJU,AUS,48470,2146,Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR",Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX"
DCA,GSP,48240,396,Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Greenville-Spartanburg International,43900,"Spartanburg, SC"
PHX,DRO,29470,351,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Durango La Plata County,20420,"Durango, CO"
PBI,CLT,249100,590,Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
BDL,CLT,236050,644,Bradley International,25540,"Hartford-East Hartford-Middletown, CT",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
ROC,CLT,102280,573,Greater Rochester International,40380,"Rochester, NY",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
SAN,CLT,198110,2077,San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
SEA,CLT,152770,2279,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
STT,CLT,58460,1520,Cyril E King,NA,NA,Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
STX,CLT,8180,1562,Henry E. Rohlsen,NA,NA,Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
RNO,DFW,150380,1345,Reno/Tahoe International,39900,"Reno, NV",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
EGE,DFW,71240,721,Eagle County Regional,20780,"Edwards, CO",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
FAT,DFW,156100,1313,Fresno Yosemite International,23420,"Fresno, CA",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
ORF,DFW,107340,1212,Norfolk International,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
RDU,DFW,215960,1061,Raleigh-Durham International,39580,"Raleigh-Cary, NC",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
DFW,JAC,40840,1047,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Jackson Hole,27220,"Jackson, WY-ID"
DFW,SGF,122050,364,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Springfield-Branson National,44180,"Springfield, MO"
DFW,ABI,67510,158,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Abilene Regional,10180,"Abilene, TX"
DFW,SJU,66470,2165,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR"
IND,MIA,62060,1020,Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
PHX,BIS,5460,1094,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Bismarck Municipal,13900,"Bismarck, ND"
DFW,GRR,69440,931,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Gerald R. Ford International,24340,"Grand Rapids-Kentwood, MI"
DFW,SBA,63460,1316,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Santa Barbara Municipal,42200,"Santa Maria-Santa Barbara, CA"
SEA,BLI,81410,93,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",Bellingham International,13380,"Bellingham, WA"
CLE,PHX,113430,1737,Cleveland-Hopkins International,17460,"Cleveland-Elyria, OH",Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ"
PHL,BTV,43370,335,Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington International,15540,"Burlington-South Burlington, VT"
ORD,SAT,132650,1041,Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",San Antonio International,41700,"San Antonio-New Braunfels, TX"
DFW,SPS,24040,113,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Sheppard AFB/Wichita Falls Municipal,48660,"Wichita Falls, TX"
JFK,SNA,28170,2454,John F. Kennedy International,35620,"New York-Newark-Jersey City, NY-NJ-PA",John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA"
SEA,PIT,59200,2125,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",Pittsburgh International,38300,"Pittsburgh, PA"
SEA,BUR,161450,937,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA"
SFO,DAL,37370,1476,San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA",Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX"
ANC,PHX,38930,2552,Ted Stevens Anchorage International,11260,"Anchorage, AK",Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ"
PDX,ONT,53440,838,Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA",Ontario International,40140,"Riverside-San Bernardino-Ontario, CA"
AUS,PDX,45370,1715,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
SNA,PDX,132380,859,John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
MCO,PDX,55660,2534,Orlando International,36740,"Orlando-Kissimmee-Sanford, FL",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
OGG,PDX,47780,2562,Kahului Airport,27980,"Kahului-Wailuku-Lahaina, HI",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
SEA,SBP,29050,847,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",San Luis County Regional,42020,"San Luis Obispo-Paso Robles, CA"
KOA,SAN,48640,2556,Kona International Airport at Keahole,25900,"Hilo, HI",San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA"
ABQ,SEA,57040,1180,Albuquerque International Sunport,10740,"Albuquerque, NM",Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA"
CHS,SEA,45640,2415,Charleston AFB/International,16700,"Charleston-North Charleston, SC",Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA"
JNU,SEA,174200,909,Juneau International,27940,"Juneau, AK",Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA"
KTN,SEA,84610,680,Ketchikan International,28540,"Ketchikan, AK",Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA"
MSY,SEA,60050,2086,Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA",Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA"
SEA,SIT,44620,861,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",Sitka Rocky Gutierrez,NA,NA
ANC,SIT,15020,592,Ted Stevens Anchorage International,11260,"Anchorage, AK",Sitka Rocky Gutierrez,NA,NA
KOA,SJC,73800,2384,Kona International Airport at Keahole,25900,"Hilo, HI",Norman Y. Mineta San Jose International,41940,"San Jose-Sunnyvale-Santa Clara, CA"
PDX,SNA,131180,859,Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA",John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA"
SJU,BDL,90830,1666,Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR",Bradley International,25540,"Hartford-East Hartford-Middletown, CT"
MSY,BOS,75940,1368,Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA",Logan International,14460,"Boston-Cambridge-Newton, MA-NH"
PDX,BOS,59440,2537,Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA",Logan International,14460,"Boston-Cambridge-Newton, MA-NH"
ONT,JFK,49850,2429,Ontario International,40140,"Riverside-San Bernardino-Ontario, CA",John F. Kennedy International,35620,"New York-Newark-Jersey City, NY-NJ-PA"
JAX,LAX,25690,2153,Jacksonville International,27260,"Jacksonville, FL",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
PBI,LAX,10590,2330,Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
MVY,LGA,14970,175,Martha's Vineyard Airport,47240,"Vineyard Haven, MA",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
BDL,SJU,84430,1666,Bradley International,25540,"Hartford-East Hartford-Middletown, CT",Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR"
DAB,ATL,170740,366,Daytona Beach International,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
ICT,ATL,89780,782,Wichita Mid-Continent,48620,"Wichita, KS",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
MSP,GFK,56950,284,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Grand Forks International,24220,"Grand Forks, ND-MN"
SJC,ATL,86530,2116,Norman Y. Mineta San Jose International,41940,"San Jose-Sunnyvale-Santa Clara, CA",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
ATL,ICT,90330,782,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Wichita Mid-Continent,48620,"Wichita, KS"
STT,BOS,17280,1693,Cyril E King,NA,NA,Logan International,14460,"Boston-Cambridge-Newton, MA-NH"
ATL,BZN,60840,1640,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Bozeman Yellowstone International,14580,"Bozeman, MT"
ATL,BOI,58740,1838,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Boise Air Terminal,14260,"Boise City, ID"
ATL,TLH,161630,223,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Tallahassee Regional,45220,"Tallahassee, FL"
ATL,CAE,177510,192,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Columbia Metropolitan,17900,"Columbia, SC"
MSP,MOT,70340,449,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minot International,33500,"Minot, ND"
SLC,LWS,29780,461,Salt Lake City International,41620,"Salt Lake City, UT",Lewiston Nez Perce County,30300,"Lewiston, ID-WA"
SLC,MFR,43590,575,Salt Lake City International,41620,"Salt Lake City, UT",Rogue Valley International - Medford,32780,"Medford, OR"
MEM,LAX,23890,1619,Memphis International,32820,"Memphis, TN-MS-AR",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
DTW,MCI,103800,629,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Kansas City International,28140,"Kansas City, MO-KS"
LAX,MEM,25100,1619,Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA",Memphis International,32820,"Memphis, TN-MS-AR"
MSP,MSO,50220,1013,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Missoula International,33540,"Missoula, MT"
ATL,ASE,4800,1304,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Aspen Pitkin County Sardy Field,24060,"Glenwood Springs, CO"
BIL,MSP,44430,748,Billings Logan International,13740,"Billings, MT",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
DTW,PDX,52630,1953,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
SLC,TUL,41460,926,Salt Lake City International,41620,"Salt Lake City, UT",Tulsa International,46140,"Tulsa, OK"
ATL,MOB,85150,302,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Mobile Regional,33660,"Mobile, AL"
ORD,TVC,108900,224,Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Cherry Capital,45900,"Traverse City, MI"
DFW,DAY,66230,861,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",James M Cox/Dayton International,19430,"Dayton-Kettering, OH"
BIL,DFW,31440,1081,Billings Logan International,13740,"Billings, MT",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
BTR,DFW,85050,383,Baton Rouge Metropolitan/Ryan Field,12940,"Baton Rouge, LA",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
JAN,DFW,97220,408,Jackson Medgar Wiley Evers International,27140,"Jackson, MS",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
SRQ,DFW,42710,945,Sarasota/Bradenton International,35840,"North Port-Sarasota-Bradenton, FL",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
MIA,GNV,17910,294,Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Gainesville Regional,23540,"Gainesville, FL"
BHM,MIA,22640,661,Birmingham-Shuttlesworth International,13820,"Birmingham-Hoover, AL",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
MCO,CRW,16700,686,Orlando International,36740,"Orlando-Kissimmee-Sanford, FL",Yeager,16620,"Charleston, WV"
CSG,CLT,27560,295,Columbus Metropolitan,17980,"Columbus, GA-AL",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
